id,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,team_member_id
6TtK6EPPmylsoRnCcX58PX,Haareya - Ayushmann Khurrana Rock Version,31,0.638,0.558,4,-8.747,0,0.0328,0.323,2.31E-06,0.0881,0.413,123.922,202946,4,mem_3
3zAXHUL5YcYOA41rruvjy4,Manchala,47,0.365,0.649,11,-5.295,0,0.0408,0.151,0,0.121,0.453,78.398,227507,4,mem_3
3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,85,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,187973,4,mem_3
6GBMbvX7sqyOxT5wWK4hgN,Dangerously,60,0.696,0.517,2,-8.379,0,0.0366,0.364,0,0.197,0.23,112.291,199133,3,mem_3
7xHWNBFm6ObGEQPaUxHuKO,The Greatest,76,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,210227,4,mem_3
4ZiH6RyMrw2vlgD6vrvzBd,"Hungama Ho Gaya (From ""Queen"")",39,0.624,0.847,8,-7.246,0,0.0455,0.103,0.202,0.284,0.507,138.059,271586,4,mem_3
5CQ30WqJwcep0pYcV4AMNc,Stairway to Heaven - Remaster,79,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830,4,mem_3
6MOtIjvSdqWDGHuniwSpyu,Meherbaan,50,0.591,0.531,4,-8.677,0,0.0472,0.629,3.87E-06,0.499,0.478,80.971,307407,4,mem_3
0DANTgeuWo76sVMUjQqJ9G,Yaariyaan,36,0.485,0.546,2,-8.21,1,0.0303,0.0735,3.05E-05,0.0444,0.406,149.938,377600,4,mem_3
1PH0yXNGtSZbL2eufpgFJ4,Kurbaan Hua,42,0.54,0.718,2,-6.169,0,0.0429,0.022,0.000119,0.248,0.526,166.003,259360,4,mem_3
679CShjsnhAEogK2YjKX2g,"Yaaram (From ""Ek Thi Daayan"")",27,0.639,0.645,4,-8.088,0,0.0397,0.452,0.000175,0.108,0.336,140.025,293813,4,mem_3
72jCZdH0Lhg93z6Z4hBjgj,I Knew You Were Trouble.,63,0.596,0.473,6,-6.745,1,0.039,0.00563,1.29E-06,0.043,0.648,154.228,217973,4,mem_3
46mXuHxCjDiLoLPsqn24P8,Shaam Shaandaar,39,0.656,0.774,6,-4.406,0,0.0861,0.0304,0.00105,0.0494,0.636,133.995,237464,4,mem_3
0OhlQIuDc4hhyrRA8KeRWs,"Gustakh Dil (From ""English Vinglish)",28,0.518,0.363,10,-10.029,1,0.0299,0.0624,0.0186,0.0992,0.0785,80.045,338747,4,mem_3
22vgEDb5hykfaTwLuskFGD,Sucker,81,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181027,4,mem_3
2l8w0zZVn4AZNuzrht7MRT,"Love Me Like You Do - From ""Fifty Shades Of Grey""",68,0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,252534,4,mem_3
4mOmWSdTmf6fSAibGWCKp7,Mental Manadhil,50,0.568,0.886,6,-7.983,0,0.081,0.0123,3.40E-05,0.361,0.846,160.054,205759,4,mem_3
19yNnq9qhYRMePmPTgUOL8,Kabhie Phool Dena (Pyar Ke Naam) - Rules - Pyar Ka Super Hit Formula / Soundtrack Version,24,0.674,0.558,10,-8.383,1,0.0413,0.0137,0,0.0758,0.709,137.89,245760,4,mem_3
1HBGWNyoRJhxvsfO8LLFDo,Chogada,56,0.359,0.972,7,-3.452,1,0.109,0.136,2.52E-06,0.14,0.595,62.914,249742,4,mem_3
5N0bIQTnSVrDCSlKydMt3E,Laaree Chootee,36,0.567,0.758,0,-6.564,1,0.0635,0.229,0,0.31,0.583,92.99,237308,4,mem_3
4zUPL2OPTO3hgNhjaA1Rjn,I Hate Luv Storys,47,0.747,0.81,11,-8.352,0,0.0541,0.0688,0.0405,0.0592,0.937,130.012,285213,4,mem_3
79jYT83v4bMOWEgwjQxSx2,"Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")",57,0.495,0.654,3,-6.639,0,0.0679,0.713,0,0.165,0.35,123.896,269032,4,mem_3
0Bz7dfqPY4JOGZO3O1j8Wh,Bulleya,59,0.552,0.769,2,-4.504,0,0.0465,0.497,0,0.112,0.702,86.957,348966,4,mem_3
1lsBTdE6MGsKeZCD6llNu7,Done for Me,73,0.856,0.632,6,-3.692,0,0.074,0.193,0,0.0688,0.697,112.009,180493,4,mem_3
2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better,79,0.752,0.505,9,-7.621,1,0.253,0.535,2.55E-06,0.104,0.419,91.97,197437,4,mem_3
7dZU2M1wzwOixYS6OoSMfO,Tu Hai,27,0.56,0.73,6,-4.516,0,0.0567,0.393,4.37E-05,0.0987,0.495,104.801,209258,4,mem_3
2zZTXtLqCsICzEcztKjn47,"Tum Hi Ho Bandhu (From ""Cocktail"")",52,0.714,0.892,11,-5.342,0,0.0516,0.00145,0.000817,0.0462,0.899,134.997,282012,4,mem_3
3meosaLOJGuQ6OjxnYR7sI,Dhat Teri Ki,46,0.81,0.744,0,-6.929,0,0.0335,0.105,1.79E-06,0.0802,0.96,120.041,247093,4,mem_3
4TkknEEgy9mpbDtSA9ZrKV,"Ae Zindagi Gale Laga Le - Take, 1",46,0.494,0.712,2,-6.605,0,0.0346,0.195,0.00028,0.108,0.386,156.059,171119,4,mem_3
4lJNen4SMTIJMahALc3DcB,"Thunderclouds (feat. Sia, Diplo, and Labrinth)",80,0.69,0.714,7,-5.948,1,0.0338,0.0077,7.23E-05,0.191,0.489,112.009,187027,4,mem_3
6udC4b4jOSnHb9ItnXgKLR,Saibo,58,0.619,0.428,2,-7.867,1,0.0281,0.736,1.27E-05,0.136,0.542,90.056,195253,4,mem_3
7heMX7gyHP0mhTlNgd7Lxd,The Humma Song,62,0.721,0.65,0,-6.95,0,0.136,0.0115,0.000137,0.34,0.391,130.491,179658,5,mem_3
0JX7Es2j556FwtR6YqMKzP,Slow Motion Angreza,44,0.802,0.763,0,-6.456,1,0.0336,0.22,0.000396,0.128,0.789,120.078,260507,4,mem_3
0v1XpBHnsbkCn7iJ9Ucr1l,It's My Life,79,0.537,0.903,0,-3.997,0,0.0505,0.0338,1.53E-05,0.341,0.571,120.069,224493,4,mem_3
22NN4BS1AlqVbyKIWExgON,Mamma Mia,64,0.75,0.754,2,-6.999,1,0.0327,0.287,0.000207,0.444,0.83,137.533,215267,4,mem_3
1cmZbGkCEVVAck2MsWpPYQ,Hasi - Female Version,58,0.52,0.485,4,-6.438,0,0.0269,0.927,0.000466,0.159,0.407,143.901,192187,4,mem_3
2bJZCUnAI9Se6MmtQy8Fcv,Deewana Tera,36,0.682,0.55,2,-11.072,1,0.0804,0.454,2.37E-05,0.0693,0.839,104.975,360760,4,mem_3
2s1sdSqGcKxpPr5lCl7jAV,Chandelier,71,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,216120,5,mem_3
2s1sdSqGcKxpPr5lCl7jAV,Chandelier,71,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,216120,5,mem_3
5PatlLJYn8gWxnQnepzMjW,"Twist (From ""Love Aaj Kal"")",44,0.721,0.944,7,-4.995,1,0.142,0.0393,5.86E-05,0.0747,0.728,109.014,299440,4,mem_3
0up9rhm9qt2LW7cnoDFCMk,Jiyein Kyun,53,0.392,0.609,4,-5.953,1,0.0416,0.0558,2.18E-06,0.107,0.347,71.398,264963,4,mem_3
1VrheK4CdhX74nrOSNIFtH,Pehla Nasha,49,0.458,0.34,5,-14.309,1,0.0333,0.774,2.01E-05,0.0799,0.516,151.979,291400,4,mem_3
4FlhygjvXG7hcCerCXEdqI,"Khuda Hafiz Anjaani Anjaana (From ""Yuva"")",27,0.613,0.598,2,-8.786,0,0.0443,0.0402,0.00972,0.111,0.27,120.021,303547,4,mem_3
6R8Ai2lNsusm7K7LSvNEHS,Disco Deewane,43,0.731,0.474,1,-9.579,1,0.0286,0.166,0.00599,0.0724,0.961,113.888,376040,4,mem_3
1vrd6UOGamcKNGnSHJQlSt,Love Story,69,0.618,0.741,2,-3.95,1,0.031,0.17,0,0.0822,0.296,118.984,235267,4,mem_3
5J9PZD8kTuzfsBbbUh1oHu,Kab Se Kab Tak,53,0.772,0.588,9,-10.315,0,0.226,0.565,0.000908,0.106,0.262,82.969,213242,4,mem_3
5uaIbU3oHHcSOK6WFNK5nj,Apna Time Aayega,64,0.766,0.618,11,-8.552,0,0.124,0.0187,0.000115,0.181,0.513,95.054,140463,4,mem_3
6FB3v4YcR57y4tXFcdxI1E,I Knew You Were Trouble.,77,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25E-06,0.0335,0.679,77.019,219720,4,mem_3
6TapyDFlRUlZ4cmIaqJx4k,Slow It Down,60,0.733,0.754,0,-3.392,0,0.0593,0.264,0,0.131,0.849,115.024,190053,4,mem_3
04ZTP5KsCypmtCmQg5tH9R,I'm a Mess,82,0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,195519,4,mem_3
0VxgNsSywsjapKGXvzj8RH,"Ilahi (From ""Yeh Jawaani Hai Deewani"")",39,0.594,0.967,9,-5.767,1,0.0857,0.166,2.54E-05,0.105,0.452,132.009,228982,4,mem_3
4AfLtSXcvG8AkfQjDR0gJ1,Zara Sa Jhoom Loon Main,45,0.606,0.553,0,-12.537,0,0.0764,0.682,6.93E-05,0.191,0.868,130.657,353693,4,mem_3
6pQadiopoIsS4x78tjSkJt,LA Girls,62,0.869,0.642,8,-5.03,0,0.0367,0.359,1.42E-06,0.0694,0.917,99.992,197107,4,mem_3
5IvBhmCrAHyNRIqBQ0n00Q,I Am A Disco Dancer,28,0.562,0.711,5,-11.018,0,0.176,0.468,0,0.882,0.602,131.209,467383,4,mem_3
6T8vyAyrbKSLjS6cOpjIeB,Ibn - E - Batuta,25,0.744,0.751,2,-4.463,1,0.0403,0.094,8.23E-05,0.398,0.445,88.979,217322,4,mem_3
2hrUO4drrO63i7FYbCLBl2,Rockabye (feat. Sean Paul & Anne-Marie),69,0.717,0.73,9,-4.729,0,0.0568,0.383,0,0.398,0.792,102.002,251173,4,mem_3
39TJkE0AEkfWii8VB3JqSV,Tu Meri,59,0.679,0.688,8,-5.522,1,0.0293,0.0773,0,0.704,0.424,127.951,257089,4,mem_3
52N5IdzASBPbgu7imkeDAU,Rappan Rappi Rap,32,0.933,0.768,7,-5.108,1,0.109,0.0789,2.43E-05,0.0653,0.843,116.019,234890,4,mem_3
788Lp6lHrCrxJAZvS2l9YZ,Dum Dum,38,0.748,0.812,0,-7.938,1,0.0471,0.0634,0.00146,0.114,0.906,99.994,310988,4,mem_3
0FE9t6xYkqWXU2ahLh6D8X,Shape of You,77,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233713,4,mem_3
3jtKSUiVDowKNBqVQbWaig,Iktara,52,0.616,0.525,7,-7.065,1,0.0258,0.401,0.000484,0.309,0.427,79.976,253773,4,mem_3
3vqJY3pVELLIxqXXyI08yr,Roobaroo,57,0.675,0.582,9,-8.891,1,0.0277,0.661,5.56E-06,0.0854,0.538,120.991,282973,4,mem_3
6qNALlmZa1ESnCxJmXE1K9,The Way I Am,72,0.755,0.769,10,-5.658,0,0.186,0.314,2.38E-06,0.0628,0.642,114.966,186080,4,mem_3
1NVdxp5WRsH2et5a3OVSUk,"Awaara (From ""7 Khoon Maaf"")",5,0.281,0.618,0,-7.006,1,0.0381,0.573,0.0658,0.353,0.391,68.622,332013,3,mem_3
1Slwb6dOYkBlWal1PGtnNg,Thinking out Loud,66,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,4,mem_3
4lKuVRhrSO9le6tRbgrpKC,Aadha Ishq,38,0.546,0.505,0,-9.909,1,0.0873,0.314,2.93E-05,0.0971,0.522,82.917,283716,4,mem_3
4sPmO7WMQUAf45kwMOtONw,Hello,73,0.481,0.451,5,-6.095,0,0.0347,0.336,0,0.0872,0.289,157.966,295493,4,mem_3
5QyOjKJhR1iyF0DHQM2IvW,Tareefan,67,0.829,0.654,5,-6.26,0,0.0685,0.0942,5.01E-06,0.2,0.335,98.012,186122,4,mem_3
5ugnWsmd4k0Ciqn1GVlBIF,Rangili Raatno,4,0.51,0.32,1,-14.841,1,0.0458,0.632,4.35E-06,0.222,0.641,79.566,152842,3,mem_3
1sYC1fG7s4p0pTykrJqmgW,Kyon,53,0.726,0.664,2,-6.674,1,0.0331,0.636,0,0.0964,0.831,121.923,266053,4,mem_3
3eDsxtliwduBeC3UAdOMG5,"Bandook Meri Laila (From ""A Gentleman"") (feat. Raftaar, Sidharth Malhotra)",56,0.746,0.782,6,-6.192,0,0.0397,0.277,4.70E-06,0.108,0.665,98.976,214510,4,mem_3
4ZIvqmpihn94QyFfGcQtdZ,Asli Hip Hop,55,0.667,0.641,8,-11.009,1,0.609,0.572,0,0.311,0.963,169.968,108827,4,mem_3
1fCUBgnId0eLuHNl5M4Xmm,Zara Zara,46,0.635,0.268,11,-15.073,0,0.0895,0.594,2.04E-06,0.316,0.62,143.771,298266,4,mem_3
1wnozUBSe7OMpmZiTPJC5j,Tum Tak,51,0.72,0.621,2,-9.773,1,0.0491,0.676,0,0.0679,0.566,114.987,304467,4,mem_3
6B0RSaHnLZidlE2w3AjQfO,Hawa Hawai,31,0.695,0.774,9,-5.754,1,0.232,0.0594,0.0179,0.0165,0.889,175.933,292307,4,mem_3
78lgmZwycJ3nzsdgmPPGNx,Immigrant Song - Remaster,79,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,146250,4,mem_3
2KH16WveTQWT6KOG9Rg6e2,Eye of the Tiger,77,0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873,245640,4,mem_3
2OvldWM8rVnp7QCn9eCrr1,Phir Le Aya Dil,47,0.414,0.432,0,-9.667,1,0.0353,0.844,9.23E-05,0.13,0.613,76.688,285000,4,mem_3
2ota18jyZVMGvwQ0IV8qz7,Bezubaan,46,0.416,0.573,1,-8.264,1,0.066,0.0286,2.06E-06,0.11,0.163,102.041,282840,4,mem_3
789k9pzKzORADvuOVU0ARy,Gori Teri Aankhen,41,0.381,0.617,4,-10.006,1,0.046,0.541,0,0.146,0.691,89.101,300591,4,mem_3
2ekn2ttSfGqwhhate0LSR0,New Rules,83,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,209320,4,mem_3
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,85,0.573,0.913,6,-4.793,0,0.132,0.0591,0.00173,0.156,0.422,115.715,208400,4,mem_3
4NtUY5IGzHCaqfZemmAu56,Dancing Queen,73,0.539,0.884,9,-6.53,1,0.0403,0.382,0.00166,0.76,0.752,100.812,230693,4,mem_3
4k0lNA0hoVHUP5QbO0uv3k,"Khamoshiyan Gangunane Lagi, Pt. 1",32,0.651,0.345,9,-15.318,0,0.0608,0.377,6.39E-05,0.0841,0.308,90.986,326885,4,mem_3
4tKCjAC5dojOLYQ1FPdXSI,Mahi Ve,32,0.776,0.696,0,-5.51,0,0.0377,0.0376,0,0.128,0.895,143.023,284600,4,mem_3
54flyrjcdnQdco7300avMJ,We Will Rock You - Remastered,72,0.692,0.488,11,-7.282,0,0.104,0.688,0,0.4,0.51,81.4,122067,4,mem_3
5cjVsWqIkBQC7acTRhL0RO,Kamariya,62,0.825,0.666,4,-4.847,0,0.0554,0.143,2.81E-06,0.237,0.763,96.987,187983,4,mem_3
5jsw9uXEGuKyJzs0boZ1bT,Stitches,75,0.746,0.754,1,-6.681,1,0.067,0.0152,0,0.0486,0.764,149.882,206880,4,mem_3
