id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,team_member_id
2wVDWtLKXunswWecARNILj,SOLO,0.751,0.642,3,-5.165,0,0.087,0.0861,0,0.0953,0.388,95.045,audio_features,2wVDWtLKXunswWecARNILj,spotify:track:2wVDWtLKXunswWecARNILj,https://api.spotify.com/v1/tracks/2wVDWtLKXunswWecARNILj,https://api.spotify.com/v1/audio-analysis/2wVDWtLKXunswWecARNILj,169567,4,mem_1
3KGEbCfnzAzFVimY9p62MN,Best Of Me,0.651,0.756,8,-4.388,1,0.0762,0.0298,0,0.396,0.473,121.96,audio_features,3KGEbCfnzAzFVimY9p62MN,spotify:track:3KGEbCfnzAzFVimY9p62MN,https://api.spotify.com/v1/tracks/3KGEbCfnzAzFVimY9p62MN,https://api.spotify.com/v1/audio-analysis/3KGEbCfnzAzFVimY9p62MN,227191,4,mem_1
5XLjMNt3UAdE5V1KuRJ3KH,You And I (Part.5),0.597,0.861,2,-3.58,1,0.0529,0.296,0,0.123,0.594,90.022,audio_features,5XLjMNt3UAdE5V1KuRJ3KH,spotify:track:5XLjMNt3UAdE5V1KuRJ3KH,https://api.spotify.com/v1/tracks/5XLjMNt3UAdE5V1KuRJ3KH,https://api.spotify.com/v1/audio-analysis/5XLjMNt3UAdE5V1KuRJ3KH,170136,4,mem_1
5nIjOnMbC0QDMrYFLGx0yV,BOOMBAYAH,0.748,0.873,5,-2.179,0,0.0516,0.023,2.76e-06,0.377,0.506,124.951,audio_features,5nIjOnMbC0QDMrYFLGx0yV,spotify:track:5nIjOnMbC0QDMrYFLGx0yV,https://api.spotify.com/v1/tracks/5nIjOnMbC0QDMrYFLGx0yV,https://api.spotify.com/v1/audio-analysis/5nIjOnMbC0QDMrYFLGx0yV,240613,4,mem_1
74iZuPGwyL33VlTr6jTnab,Always Remember Us This Way,0.553,0.502,0,-5.972,1,0.0409,0.299,0,0.764,0.296,129.976,audio_features,74iZuPGwyL33VlTr6jTnab,spotify:track:74iZuPGwyL33VlTr6jTnab,https://api.spotify.com/v1/tracks/74iZuPGwyL33VlTr6jTnab,https://api.spotify.com/v1/audio-analysis/74iZuPGwyL33VlTr6jTnab,210200,4,mem_1
76cy1WJvNGJTj78UqeA5zr,IDGAF,0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,audio_features,76cy1WJvNGJTj78UqeA5zr,spotify:track:76cy1WJvNGJTj78UqeA5zr,https://api.spotify.com/v1/tracks/76cy1WJvNGJTj78UqeA5zr,https://api.spotify.com/v1/audio-analysis/76cy1WJvNGJTj78UqeA5zr,217947,4,mem_1
2gQ3lDcFYa3yFOkaw8PtuO,Anytime,0.758,0.433,6,-8.607,1,0.0317,0.023,0.00133,0.0454,0.515,129.832,audio_features,2gQ3lDcFYa3yFOkaw8PtuO,spotify:track:2gQ3lDcFYa3yFOkaw8PtuO,https://api.spotify.com/v1/tracks/2gQ3lDcFYa3yFOkaw8PtuO,https://api.spotify.com/v1/audio-analysis/2gQ3lDcFYa3yFOkaw8PtuO,273438,4,mem_1
3lNOOfp1wgQUx06Syciz7s,Ichiban Kireina Watashiwo,0.449,0.515,6,-5.835,0,0.0264,0.291,0,0.278,0.338,170.104,audio_features,3lNOOfp1wgQUx06Syciz7s,spotify:track:3lNOOfp1wgQUx06Syciz7s,https://api.spotify.com/v1/tracks/3lNOOfp1wgQUx06Syciz7s,https://api.spotify.com/v1/audio-analysis/3lNOOfp1wgQUx06Syciz7s,267707,4,mem_1
0pn8Vl8oFmIp0r21Zwpb76,Right Words Wrong Time,0.822,0.628,10,-7.376,1,0.034,0.608,0.00326,0.0974,0.836,114.97,audio_features,0pn8Vl8oFmIp0r21Zwpb76,spotify:track:0pn8Vl8oFmIp0r21Zwpb76,https://api.spotify.com/v1/tracks/0pn8Vl8oFmIp0r21Zwpb76,https://api.spotify.com/v1/audio-analysis/0pn8Vl8oFmIp0r21Zwpb76,200840,4,mem_1
0xKNTDmIym4R2TfKnS4FQo,Airplane pt.2,0.769,0.817,0,-4.092,0,0.0339,0.0268,9.95e-05,0.084,0.866,139.979,audio_features,0xKNTDmIym4R2TfKnS4FQo,spotify:track:0xKNTDmIym4R2TfKnS4FQo,https://api.spotify.com/v1/tracks/0xKNTDmIym4R2TfKnS4FQo,https://api.spotify.com/v1/audio-analysis/0xKNTDmIym4R2TfKnS4FQo,218615,4,mem_1
11gPrIAQGSmQhngUpb0XC2,Feels Right,0.686,0.716,0,-4.184,1,0.107,0.114,0,0.0863,0.798,95.84,audio_features,11gPrIAQGSmQhngUpb0XC2,spotify:track:11gPrIAQGSmQhngUpb0XC2,https://api.spotify.com/v1/tracks/11gPrIAQGSmQhngUpb0XC2,https://api.spotify.com/v1/audio-analysis/11gPrIAQGSmQhngUpb0XC2,163133,4,mem_1
1ok4gxOv8cg5WLjWK6TQhD,Go Go,0.856,0.617,10,-5.308,0,0.0841,0.171,0,0.0857,0.759,136.082,audio_features,1ok4gxOv8cg5WLjWK6TQhD,spotify:track:1ok4gxOv8cg5WLjWK6TQhD,https://api.spotify.com/v1/tracks/1ok4gxOv8cg5WLjWK6TQhD,https://api.spotify.com/v1/audio-analysis/1ok4gxOv8cg5WLjWK6TQhD,235780,4,mem_1
2YTblAt3gfs9F3DGYIv2nK,No Drug Like Me,0.784,0.62,9,-7.294,0,0.0725,0.524,1.09e-06,0.1,0.742,134.039,audio_features,2YTblAt3gfs9F3DGYIv2nK,spotify:track:2YTblAt3gfs9F3DGYIv2nK,https://api.spotify.com/v1/tracks/2YTblAt3gfs9F3DGYIv2nK,https://api.spotify.com/v1/audio-analysis/2YTblAt3gfs9F3DGYIv2nK,208240,4,mem_1
2alAe7k3yNNBCwu1yjFSGg,IT WAS LOVE - Instrumental,0.507,0.465,10,-8.633,1,0.0252,0.269,0.838,0.163,0.233,174.024,audio_features,2alAe7k3yNNBCwu1yjFSGg,spotify:track:2alAe7k3yNNBCwu1yjFSGg,https://api.spotify.com/v1/tracks/2alAe7k3yNNBCwu1yjFSGg,https://api.spotify.com/v1/audio-analysis/2alAe7k3yNNBCwu1yjFSGg,200013,4,mem_1
2anfFUyh70hWj3sUEGHt3v,11°,0.52,0.232,3,-8.104,1,0.0411,0.928,0,0.149,0.298,81.253,audio_features,2anfFUyh70hWj3sUEGHt3v,spotify:track:2anfFUyh70hWj3sUEGHt3v,https://api.spotify.com/v1/tracks/2anfFUyh70hWj3sUEGHt3v,https://api.spotify.com/v1/audio-analysis/2anfFUyh70hWj3sUEGHt3v,188259,4,mem_1
2pB1qJIP38GZAMx4mv13wl,IT WAS LOVE,0.472,0.659,10,-5.425,1,0.0494,0.448,0,0.162,0.285,174.029,audio_features,2pB1qJIP38GZAMx4mv13wl,spotify:track:2pB1qJIP38GZAMx4mv13wl,https://api.spotify.com/v1/tracks/2pB1qJIP38GZAMx4mv13wl,https://api.spotify.com/v1/audio-analysis/2pB1qJIP38GZAMx4mv13wl,200013,4,mem_1
2tMBCYj22KxtmkAACIvvk4,Magic Shop,0.541,0.661,1,-5.838,1,0.0889,0.103,0,0.0779,0.285,149.926,audio_features,2tMBCYj22KxtmkAACIvvk4,spotify:track:2tMBCYj22KxtmkAACIvvk4,https://api.spotify.com/v1/tracks/2tMBCYj22KxtmkAACIvvk4,https://api.spotify.com/v1/audio-analysis/2tMBCYj22KxtmkAACIvvk4,275696,4,mem_1
37Sem719CkxG4OT5hhoHuz,11° Instrumental,0.616,0.152,3,-17.259,1,0.0607,0.994,0.814,0.124,0.284,80.986,audio_features,37Sem719CkxG4OT5hhoHuz,spotify:track:37Sem719CkxG4OT5hhoHuz,https://api.spotify.com/v1/tracks/37Sem719CkxG4OT5hhoHuz,https://api.spotify.com/v1/audio-analysis/37Sem719CkxG4OT5hhoHuz,188266,4,mem_1
3LPg6mpXGsOtMame2M6Bos,봐,0.516,0.78,5,-4.483,0,0.213,0.314,0,0.157,0.34,172.172,audio_features,3LPg6mpXGsOtMame2M6Bos,spotify:track:3LPg6mpXGsOtMame2M6Bos,https://api.spotify.com/v1/tracks/3LPg6mpXGsOtMame2M6Bos,https://api.spotify.com/v1/audio-analysis/3LPg6mpXGsOtMame2M6Bos,200439,4,mem_1
3MpwwsTFVtbEunR1dUMJUc,DNA (Pedal 2 LA Mix),0.488,0.955,1,-3.44,0,0.134,0.0352,0,0.301,0.48,129.972,audio_features,3MpwwsTFVtbEunR1dUMJUc,spotify:track:3MpwwsTFVtbEunR1dUMJUc,https://api.spotify.com/v1/tracks/3MpwwsTFVtbEunR1dUMJUc,https://api.spotify.com/v1/audio-analysis/3MpwwsTFVtbEunR1dUMJUc,247483,4,mem_1
3QxWTqyIT4O9bokIZlNDpo,小半,0.555,0.4,7,-8.211,1,0.0393,0.182,0,0.0767,0.374,164.952,audio_features,3QxWTqyIT4O9bokIZlNDpo,spotify:track:3QxWTqyIT4O9bokIZlNDpo,https://api.spotify.com/v1/tracks/3QxWTqyIT4O9bokIZlNDpo,https://api.spotify.com/v1/audio-analysis/3QxWTqyIT4O9bokIZlNDpo,297240,3,mem_1
3V23oYrFVc5VW1Ftq2wPCu,YES or YES,0.702,0.913,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,audio_features,3V23oYrFVc5VW1Ftq2wPCu,spotify:track:3V23oYrFVc5VW1Ftq2wPCu,https://api.spotify.com/v1/tracks/3V23oYrFVc5VW1Ftq2wPCu,https://api.spotify.com/v1/audio-analysis/3V23oYrFVc5VW1Ftq2wPCu,237685,4,mem_1
3XEjswcSomkIsgbuNunFmQ,all of my life,0.499,0.274,5,-7.53,0,0.0349,0.877,0,0.11,0.125,67.817,audio_features,3XEjswcSomkIsgbuNunFmQ,spotify:track:3XEjswcSomkIsgbuNunFmQ,https://api.spotify.com/v1/tracks/3XEjswcSomkIsgbuNunFmQ,https://api.spotify.com/v1/audio-analysis/3XEjswcSomkIsgbuNunFmQ,249279,4,mem_1
3cn6cFQYrUBkKOX8kQ6oiN,FAKE LOVE (Rocking Vibe Mix),0.463,0.804,2,-4.009,0,0.0391,0.0573,0,0.432,0.352,154.913,audio_features,3cn6cFQYrUBkKOX8kQ6oiN,spotify:track:3cn6cFQYrUBkKOX8kQ6oiN,https://api.spotify.com/v1/tracks/3cn6cFQYrUBkKOX8kQ6oiN,https://api.spotify.com/v1/audio-analysis/3cn6cFQYrUBkKOX8kQ6oiN,238494,4,mem_1
3dtp75StyEK5XeKraS5KiI,Now That I Found You,0.63,0.759,0,-5.148,0,0.0475,0.0154,0,0.0851,0.597,124.24,audio_features,3dtp75StyEK5XeKraS5KiI,spotify:track:3dtp75StyEK5XeKraS5KiI,https://api.spotify.com/v1/tracks/3dtp75StyEK5XeKraS5KiI,https://api.spotify.com/v1/audio-analysis/3dtp75StyEK5XeKraS5KiI,200320,4,mem_1
3mCBI7qRyJGfIeqMG3od3F,Hatred Farewell,0.68,0.356,7,-5.397,1,0.0344,0.853,0,0.129,0.443,107.444,audio_features,3mCBI7qRyJGfIeqMG3od3F,spotify:track:3mCBI7qRyJGfIeqMG3od3F,https://api.spotify.com/v1/tracks/3mCBI7qRyJGfIeqMG3od3F,https://api.spotify.com/v1/audio-analysis/3mCBI7qRyJGfIeqMG3od3F,234482,3,mem_1
4TWHREp4wv0TmewqR6rgRd,STAY,0.628,0.433,1,-6.808,1,0.0383,0.569,7.71e-06,0.104,0.343,88.074,audio_features,4TWHREp4wv0TmewqR6rgRd,spotify:track:4TWHREp4wv0TmewqR6rgRd,https://api.spotify.com/v1/tracks/4TWHREp4wv0TmewqR6rgRd,https://api.spotify.com/v1/audio-analysis/4TWHREp4wv0TmewqR6rgRd,230400,4,mem_1
4eVkn18rN4GguUWOsR6Use,Answer : Love Myself,0.569,0.793,1,-3.749,1,0.0405,0.189,0,0.111,0.45,108.048,audio_features,4eVkn18rN4GguUWOsR6Use,spotify:track:4eVkn18rN4GguUWOsR6Use,https://api.spotify.com/v1/tracks/4eVkn18rN4GguUWOsR6Use,https://api.spotify.com/v1/audio-analysis/4eVkn18rN4GguUWOsR6Use,251280,4,mem_1
51UAm8F9u16skm1R1ckMwr,I'll Be Your Girl,0.671,0.659,10,-5.533,1,0.0404,0.00794,0.000369,0.122,0.742,152.016,audio_features,51UAm8F9u16skm1R1ckMwr,spotify:track:51UAm8F9u16skm1R1ckMwr,https://api.spotify.com/v1/tracks/51UAm8F9u16skm1R1ckMwr,https://api.spotify.com/v1/audio-analysis/51UAm8F9u16skm1R1ckMwr,178707,3,mem_1
5N9tuwaNwTxPn8f2j4IoXU,Colorful,0.565,0.918,7,-2.422,0,0.054,0.173,2.36e-06,0.192,0.686,172.03,audio_features,5N9tuwaNwTxPn8f2j4IoXU,spotify:track:5N9tuwaNwTxPn8f2j4IoXU,https://api.spotify.com/v1/tracks/5N9tuwaNwTxPn8f2j4IoXU,https://api.spotify.com/v1/audio-analysis/5N9tuwaNwTxPn8f2j4IoXU,212013,4,mem_1
5N9tuwaNwTxPn8f2j4IoXU,Colorful,0.565,0.918,7,-2.422,0,0.054,0.173,2.36e-06,0.192,0.686,172.03,audio_features,5N9tuwaNwTxPn8f2j4IoXU,spotify:track:5N9tuwaNwTxPn8f2j4IoXU,https://api.spotify.com/v1/tracks/5N9tuwaNwTxPn8f2j4IoXU,https://api.spotify.com/v1/audio-analysis/5N9tuwaNwTxPn8f2j4IoXU,212013,4,mem_1
5WpHiEENjQz9OOYQzm63s2,You And I (Inst) (Part.5),0.478,0.835,2,-5.882,1,0.0391,0.00247,0.299,0.0918,0.568,179.952,audio_features,5WpHiEENjQz9OOYQzm63s2,spotify:track:5WpHiEENjQz9OOYQzm63s2,https://api.spotify.com/v1/tracks/5WpHiEENjQz9OOYQzm63s2,https://api.spotify.com/v1/audio-analysis/5WpHiEENjQz9OOYQzm63s2,169273,4,mem_1
5ovKXoPXsaCydETxiqbt80,Julien,0.754,0.506,9,-5.392,0,0.0929,0.326,0,0.0716,0.587,118.99,audio_features,5ovKXoPXsaCydETxiqbt80,spotify:track:5ovKXoPXsaCydETxiqbt80,https://api.spotify.com/v1/tracks/5ovKXoPXsaCydETxiqbt80,https://api.spotify.com/v1/audio-analysis/5ovKXoPXsaCydETxiqbt80,234520,4,mem_1
5sbooPcNgIE22DwO0VNGUJ,POP/STARS,0.566,0.769,7,-4.342,1,0.0872,0.0183,0,0.108,0.385,170.036,audio_features,5sbooPcNgIE22DwO0VNGUJ,spotify:track:5sbooPcNgIE22DwO0VNGUJ,https://api.spotify.com/v1/tracks/5sbooPcNgIE22DwO0VNGUJ,https://api.spotify.com/v1/audio-analysis/5sbooPcNgIE22DwO0VNGUJ,191100,4,mem_1
5yqCWC2OUFDJHv1F8zG1sO,My First Kiss Instrumental,0.71,0.759,1,-5.548,1,0.0434,0.0525,0.421,0.0557,0.778,145.056,audio_features,5yqCWC2OUFDJHv1F8zG1sO,spotify:track:5yqCWC2OUFDJHv1F8zG1sO,https://api.spotify.com/v1/tracks/5yqCWC2OUFDJHv1F8zG1sO,https://api.spotify.com/v1/audio-analysis/5yqCWC2OUFDJHv1F8zG1sO,195843,4,mem_1
68QyrSzpnoU04AAhE5z8lj,Ours - Live/2011,0.421,0.355,0,-10.21,1,0.0298,0.715,0,0.867,0.267,77.769,audio_features,68QyrSzpnoU04AAhE5z8lj,spotify:track:68QyrSzpnoU04AAhE5z8lj,https://api.spotify.com/v1/tracks/68QyrSzpnoU04AAhE5z8lj,https://api.spotify.com/v1/audio-analysis/68QyrSzpnoU04AAhE5z8lj,245973,4,mem_1
69XN0XjxcMtUCrvOEd0KYd,Automatically In Love,0.671,0.646,7,-7.164,1,0.0816,0.0296,0,0.061,0.633,155.981,audio_features,69XN0XjxcMtUCrvOEd0KYd,spotify:track:69XN0XjxcMtUCrvOEd0KYd,https://api.spotify.com/v1/tracks/69XN0XjxcMtUCrvOEd0KYd,https://api.spotify.com/v1/audio-analysis/69XN0XjxcMtUCrvOEd0KYd,213280,4,mem_1
6cDPJqKw8PUBw5SigKszrL,Want You In My Room,0.669,0.812,10,-5.865,0,0.0942,0.00883,0.000513,0.0937,0.328,96.917,audio_features,6cDPJqKw8PUBw5SigKszrL,spotify:track:6cDPJqKw8PUBw5SigKszrL,https://api.spotify.com/v1/tracks/6cDPJqKw8PUBw5SigKszrL,https://api.spotify.com/v1/audio-analysis/6cDPJqKw8PUBw5SigKszrL,166293,4,mem_1
6wFpWuVxpcYWXw7xzj0Wpt,Everything He Needs,0.753,0.569,7,-6.027,1,0.0634,0.471,3.37e-06,0.304,0.752,90.994,audio_features,6wFpWuVxpcYWXw7xzj0Wpt,spotify:track:6wFpWuVxpcYWXw7xzj0Wpt,https://api.spotify.com/v1/tracks/6wFpWuVxpcYWXw7xzj0Wpt,https://api.spotify.com/v1/audio-analysis/6wFpWuVxpcYWXw7xzj0Wpt,218893,3,mem_1
70SnF1RJLB3blEDBWjrig3,Real Love,0.603,0.603,11,-6.458,1,0.0455,0.231,0,0.136,0.233,119.838,audio_features,70SnF1RJLB3blEDBWjrig3,spotify:track:70SnF1RJLB3blEDBWjrig3,https://api.spotify.com/v1/tracks/70SnF1RJLB3blEDBWjrig3,https://api.spotify.com/v1/audio-analysis/70SnF1RJLB3blEDBWjrig3,234920,4,mem_1
72axIDDOCa3uaXZEIQZhnR,MIC Drop,0.667,0.889,6,-4.851,1,0.0918,0.00912,0,0.0816,0.541,169.959,audio_features,72axIDDOCa3uaXZEIQZhnR,spotify:track:72axIDDOCa3uaXZEIQZhnR,https://api.spotify.com/v1/tracks/72axIDDOCa3uaXZEIQZhnR,https://api.spotify.com/v1/audio-analysis/72axIDDOCa3uaXZEIQZhnR,238193,4,mem_1
75scDPqGs75FotglJSoOI2,MIC Drop (Steve Aoki Remix) [Full Length Edition],0.606,0.848,11,-3.952,1,0.184,0.0114,1.06e-06,0.206,0.54,170.01,audio_features,75scDPqGs75FotglJSoOI2,spotify:track:75scDPqGs75FotglJSoOI2,https://api.spotify.com/v1/tracks/75scDPqGs75FotglJSoOI2,https://api.spotify.com/v1/audio-analysis/75scDPqGs75FotglJSoOI2,307676,4,mem_1
7CmsSwmE781TU53esN7BK0,For Sure,0.445,0.758,1,-8.74,0,0.235,0.0878,0.0523,0.0885,0.547,159.849,audio_features,7CmsSwmE781TU53esN7BK0,spotify:track:7CmsSwmE781TU53esN7BK0,https://api.spotify.com/v1/tracks/7CmsSwmE781TU53esN7BK0,https://api.spotify.com/v1/audio-analysis/7CmsSwmE781TU53esN7BK0,184907,3,mem_1
7aJAl4bTY6AJE2PLspFldY,Do you Know [From “DalKom Family Part 3”],0.682,0.664,6,-5.802,1,0.0471,0.73,0,0.125,0.467,86.0,audio_features,7aJAl4bTY6AJE2PLspFldY,spotify:track:7aJAl4bTY6AJE2PLspFldY,https://api.spotify.com/v1/tracks/7aJAl4bTY6AJE2PLspFldY,https://api.spotify.com/v1/audio-analysis/7aJAl4bTY6AJE2PLspFldY,270440,4,mem_1
